"","glpk","ecos","scs","lpsolve"
"48415",0,4.83160582693542e-14,1.31889550660812e-10,0
"48481",0,4.83212236738854e-14,1.36312126825067e-10,0
"48497",0,4.83289648771572e-14,1.42684090113201e-10,0
"51025",0,4.84569867095472e-14,-1.72644036479573e-10,0
"51053",0,4.8619275948305e-14,-2.15040814626141e-10,0
"51079",0,4.85301626419878e-14,-1.98526791913445e-10,0
"51135",0,4.84511327904514e-14,-1.69600725134601e-10,0
"54083",0,4.83484721870051e-14,-9.15517943103855e-12,0
"54093",0,4.83206239750018e-14,1.35812058233817e-10,0
"5009",0,4.84711973118004e-14,-1.79240307222803e-10,0
"6005",0,4.83215659205894e-14,1.36604098525122e-10,0
"13067",0.1,0.0999999999985069,0.100000000469476,0.1
"13317",0,4.83667482588461e-14,-7.29670174364234e-11,0
"19015",0,4.83361140136946e-14,7.48306137512106e-11,0
"19115",0,4.83252121039593e-14,1.39638142869447e-10,0
"16039",0,4.83194729529909e-14,1.34827872969918e-10,0
"17157",0,4.83409285153054e-14,3.52028222929126e-11,0
"18037",0,4.83614080406719e-14,-5.83452422380401e-11,0
"18039",0,4.85573027595702e-14,-2.04662743113279e-10,0
"18129",0,4.83372657737736e-14,6.42247949586061e-11,0
"18139",0,4.83280041020507e-14,1.41904039427575e-10,0
"18173",0,4.83885944415145e-14,-1.14657504458326e-10,0
"20011",0,4.83429273447065e-14,2.17496940982492e-11,0
"20065",0,4.83163298915209e-14,1.32121033701381e-10,0
"22041",0,4.83308752743707e-14,1.35809147686856e-10,0
"23027",0,4.83410147649395e-14,3.45859474993112e-11,0
"23031",0,4.85404285090981e-14,-2.00997316855499e-10,0
"27009",0,4.83762374099817e-14,-9.3930236548273e-11,0
"29115",0,4.83545032223121e-14,-3.51200649704857e-11,0
"29139",0,4.8360421991713e-14,-5.53609633904758e-11,0
"29149",0,4.83516429046479e-14,-2.3605955695106e-11,0
"28023",0,4.83231201377332e-14,1.37897495998972e-10,0
"28029",0,4.83292871888077e-14,1.42936890350372e-10,0
"28033",0,4.85251844474924e-14,-1.97256362719431e-10,0
"28047",0,4.84620624907831e-14,-1.75121177289963e-10,0
"28059",0,4.84093449944737e-14,-1.3935419814201e-10,0
"30025",0,4.83148206849631e-14,1.30801048630761e-10,0
"38027",0,4.83159465617569e-14,1.3178650941552e-10,0
"36033",0,4.83419469756482e-14,2.81694490588864e-11,0
"36111",0,4.84521091799095e-14,-1.70126280490796e-10,0
"39075",0,4.83474696089626e-14,-4.15239376527338e-12,0
"39117",0,4.834248124945e-14,2.46285472479987e-11,0
"39167",0,4.83616056761881e-14,-5.89340226763732e-11,0
"40059",0,4.83177052729673e-14,1.33315788913163e-10,0
"40065",0,4.8344971899804e-14,9.38077953870007e-12,0
"40089",0,4.83721055370846e-14,-8.5464816671039e-11,0
"41033",0,4.83298667361367e-14,1.43403933222676e-10,0
"41035",0,4.83267164513788e-14,1.40865985267369e-10,0
"72113",0,4.83484312334398e-14,-8.95532052025553e-12,0
"72143",0,4.83220262130204e-14,1.36982561060458e-10,0
"45029",0,4.84256165737672e-14,-1.53336867217075e-10,0
"47043",0,4.8416365672151e-14,-1.45831535670572e-10,0
"47067",0,4.83219251670217e-14,1.36905397412631e-10,0
"48127",0,4.83146231828033e-14,1.30624883099966e-10,0
"48227",0,4.8319514973976e-14,1.34866379144951e-10,0
"48385",0,4.83135883202263e-14,1.29709762821449e-10,0
"48463",0,4.83174995343766e-14,1.33136137699532e-10,0
"49045",0,4.83337958228746e-14,9.88611606283569e-11,0
"51033",0,4.86598465552577e-14,-2.20030703337815e-10,0
"51175",0,4.84599531558039e-14,-1.74110166568977e-10,0
"51550",0,6.09363619280558e-14,-3.48010535249431e-10,0
"54063",0,4.83289732367508e-14,1.42690125409693e-10,0
"56001",0,4.83311254851643e-14,1.32292921900398e-10,0
"2013",0,4.83133726238179e-14,1.29517645138351e-10,0
"1057",0,4.83781770258336e-14,-9.76005311580606e-11,0
"1101",0,5.08342413069107e-14,-3.00295254364127e-10,0
"5001",0,4.83781920711347e-14,-9.76279883490541e-11,0
"5063",0,4.84979220118385e-14,-1.89276653859726e-10,0
"5089",0,4.8374339582025e-14,-9.01580234224086e-11,0
"4012",0,4.83179920264911e-14,1.33560919494002e-10,0
"6065",0,5.02182460735197e-14,-2.89654320446372e-10,0
"6077",0,4.85600997746663e-14,-2.05228178786208e-10,0
"12091",0,4.84227318453286e-14,-1.51107565075881e-10,0
"13051",0,5.3905176251143e-14,-3.22039871418648e-10,0
"13187",0,4.86747826636192e-14,-2.21612143926278e-10,0
"19057",0,4.83617797103471e-14,-5.94452004898656e-11,0
"19141",0,4.83227248577633e-14,1.37576395343983e-10,0
"16045",0,4.83171167053886e-14,1.32809539748422e-10,0
"16055",0,4.83537481129135e-14,-3.22075954812576e-11,0
"17009",0,4.8318041502942e-14,1.33607685482035e-10,0
"17049",0,4.83485434788729e-14,-9.50296327482218e-12,0
"17053",0,4.83252939578165e-14,1.39704038996547e-10,0
"17149",0,4.83250921129691e-14,1.3953725088188e-10,0
"17169",0,4.83182841706442e-14,1.33808706306161e-10,0
"18105",0,4.85109395432906e-14,-1.93322347294246e-10,0
"18113",0,4.83540254719681e-14,-3.32865523700617e-11,0
"20161",0,4.84910277311784e-14,-1.86934358795773e-10,0
"20183",0,4.83182058104462e-14,1.33744105452416e-10,0
"20201",0,4.83219976260081e-14,1.36967785245723e-10,0
"21003",0,4.84774912767819e-14,-1.81849573375976e-10,0
"21019",0,4.85491880263312e-14,-2.02957200251272e-10,0
"21107",0,4.86349790247102e-14,-2.1710348685879e-10,0
"21115",0,4.84030116160388e-14,-1.32810730716266e-10,0
"25005",0,5.59577219923299e-14,-3.33499273450185e-10,0
"27099",0,4.83947656256674e-14,-1.23064441964322e-10,0
"29009",0,4.84392666094538e-14,-1.62717499023481e-10,0
"29093",0,4.83553105970706e-14,-3.81442341478457e-11,0
"29099",0,5.27520875591184e-14,-3.16783492902484e-10,0
"28057",0,4.8334323557333e-14,9.30371374484236e-11,0
"28077",0,4.83200490225073e-14,1.35321134705098e-10,0
"28131",0,4.83231373803313e-14,1.37922321060252e-10,0
"37013",0,4.83569334142479e-14,-4.39538299015455e-11,0
"37049",0,4.84236775320394e-14,-1.51847627915475e-10,0
"37141",0,4.83777383550872e-14,-9.67850874049371e-11,0
"31065",0,4.83223087160622e-14,1.37225010112459e-10,0
"36047",0,6.27538864185094e-14,-3.51229731506463e-10,0
"36107",0,4.834769426374e-14,-5.29061789865295e-12,0
"39041",0,4.85754305255293e-14,-2.08139631799782e-10,0
"39059",0,4.83422939350453e-14,2.5850507789108e-11,0
"39169",0,4.84157459740696e-14,-1.45289667329532e-10,0
"40009",0,4.83415310683171e-14,3.09908673457761e-11,0
"41019",0,4.83350267938848e-14,8.5604722104747e-11,0
"41063",0,4.83145829579716e-14,1.30594322139255e-10,0
"41067",0,4.84709133210616e-14,-1.79116506509121e-10,0
"42041",0,4.9396464510588e-14,-2.61029430040596e-10,0
"42047",0,4.8375104150543e-14,-9.17011287476207e-11,0
"46067",0,4.83185979202393e-14,1.34085474354975e-10,0
"46117",0,4.83149290048938e-14,1.30893076577229e-10,0
"46121",0,4.83196478956021e-14,1.34973214262984e-10,0
"47011",0,4.85738400142625e-14,-2.07851775316219e-10,0
"47041",0,4.83557913887339e-14,-3.99032916223797e-11,0
"47111",0,4.83706794466282e-14,-8.23227398013618e-11,0
"48171",0,4.83179004978134e-14,1.33482578909708e-10,0
"48235",0,4.83132693378481e-14,1.29433593977892e-10,0
"48295",0,4.83136908847689e-14,1.29801462069955e-10,0
"48341",0,4.83170601326472e-14,1.32760173696569e-10,0
"48471",0,4.83295079418493e-14,1.43115922763519e-10,0
"51161",0,5.17688527761147e-14,-3.10194017190943e-10,0
"55001",0,4.83370073349027e-14,6.65344275196649e-11,0
"55067",0,4.83327004341585e-14,1.11708353586954e-10,0
"54067",0,4.83460182883584e-14,3.50993782323606e-12,0
"12083",0,4.84853953517152e-14,-1.84899211521341e-10,0
"12125",0,4.83186172082821e-14,1.34100468342107e-10,0
"13089",0.1,0.0999999999938715,0.100000000470841,0.1
"13195",0,4.85580923813653e-14,-2.04823473647774e-10,0
"13267",0,4.84346548110235e-14,-1.59743854159303e-10,0
"19027",0,4.8329109778249e-14,1.42804820258708e-10,0
"19037",0,4.83236974680638e-14,1.38384499012401e-10,0
"19107",0,4.83233743923981e-14,1.38110508599897e-10,0
"19113",0,4.87285661073064e-14,-2.26451327934895e-10,0
"16017",0,4.83232748140971e-14,1.38031953739064e-10,0
"16025",0,4.8313266983656e-14,1.29425345600132e-10,0
"17055",0,4.83519346336728e-14,-2.4843212601911e-11,0
"17201",0,4.87041744516498e-14,-2.24407805375137e-10,0
"18001",0,4.83437203146552e-14,1.67908619108993e-11,0
"18043",0,4.84179589193971e-14,-1.47202336610029e-10,0
"18045",0,4.83269794885489e-14,1.41079526134518e-10,0
"22051",0,4.90339947898305e-14,-2.40788034142873e-10,0
"22097",0,4.83863802801324e-14,-1.11364015654812e-10,0
"26017",0,4.86770593718853e-14,-2.21843155743414e-10,0
"26059",0,4.84723567790192e-14,-1.79732558564465e-10,0
"26125",0,1.72389059731959e-13,-3.88424881717116e-10,0
"27051",0,4.83201514818238e-14,1.3540579288974e-10,0
"29117",0,4.83652070463049e-14,-6.89969048736416e-11,0
"29133",0,4.83821163587548e-14,-1.04538391188978e-10,0
"28119",0,4.83177770169653e-14,1.3337220318603e-10,0
"37123",0,4.8345516903708e-14,6.28716140983036e-12,0
"37173",0,4.83418265641973e-14,2.89763044194124e-11,0
"37191",0,4.84687520643311e-14,-1.78177964385251e-10,0
"38021",0,4.83200120113949e-14,1.35288508645718e-10,0
"38103",0,4.83178713490463e-14,1.33461352428556e-10,0
"31131",0,4.83592518275477e-14,-5.16918830912021e-11,0
"34039",0,5.21783408871261e-14,-3.13266295739481e-10,0
"32001",0,4.83252375085525e-14,1.39657839135132e-10,0
"39005",0,4.8356297144354e-14,-4.17164024890738e-11,0
"39081",0,4.83607989270198e-14,-5.65098510490264e-11,0
"39155",0,4.84863249104769e-14,-1.85241279855811e-10,0
"41015",0,4.83171810676132e-14,1.3285775642608e-10,0
"72047",0,4.83210251194116e-14,1.36140791125707e-10,0
"47179",0,4.85400295982123e-14,-2.00904250441163e-10,0
"48233",0,4.83171746809516e-14,1.32857450881738e-10,0
"48241",0,4.83215598263709e-14,1.36594910269658e-10,0
"48389",0,4.83154635713421e-14,1.31366208735334e-10,0
"51003",0,5.19362500884378e-14,-3.11517074653725e-10,0
"51023",0,4.88572511228433e-14,-2.34381848907817e-10,0
"51077",0,4.85251947358692e-14,-1.97260296064848e-10,0
"55123",0,4.83509459912891e-14,-2.05985112240252e-11,0
"54029",0,4.8350287898249e-14,-1.76642277285953e-11,0
"6111",0,4.86071909919387e-14,-2.133198724724e-10,0
"8021",0,4.83164734140519e-14,1.32250413268707e-10,0
"8047",0,4.83157844028756e-14,1.31642930822653e-10,0
"8103",0,4.83154998380905e-14,1.31395695222306e-10,0
"6073",0,5.14891888281839e-14,-3.07733519865679e-10,0
"8057",0,4.83136010093395e-14,1.29722832481221e-10,0
"8115",0,4.83141813087579e-14,1.30234404302428e-10,0
"13221",0,4.84090491413883e-14,-1.39065404534972e-10,0
"13271",0,4.83850266742258e-14,-1.09267528347985e-10,0
"19053",0,4.83199197458057e-14,1.35212379134278e-10,0
"19061",0,4.84476695463233e-14,-1.67698200846585e-10,0
"17091",0,4.84469821705661e-14,-1.67310125751998e-10,0
"17107",0,4.83395030348661e-14,4.57501080137301e-11,0
"17137",0,4.83424233852064e-14,2.50061557170741e-11,0
"18023",0,4.83423692188002e-14,2.53579631191384e-11,0
"18029",0,4.83646373433638e-14,-6.74783310081595e-11,0
"18047",0,4.83343245615694e-14,9.30253131449853e-11,0
"21021",0,4.85318248968678e-14,-1.98940553634085e-10,0
"21129",0,4.83434421729133e-14,1.85149564977901e-11,0
"22001",0,4.8363309229174e-14,-6.3835812441787e-11,0
"22017",0,4.86109564827547e-14,-2.13868744471613e-10,0
"22071",0,4.89809197984318e-14,-2.39220485637375e-10,0
"24017",0,4.84301003838997e-14,-1.5661788469456e-10,0
"23023",0,4.83392388833708e-14,4.78041079460633e-11,0
"26003",0,4.83250138020863e-14,1.39469715205938e-10,0
"26055",0,4.8570270363693e-14,-2.07194269427015e-10,0
"26073",0,4.8531578721729e-14,-1.9888117232535e-10,0
"26151",0,4.84164706732484e-14,-1.45922879532874e-10,0
"27121",0,4.83274651860918e-14,1.41473764970544e-10,0
"29031",0,4.90504760709919e-14,-2.412272737567e-10,0
"29209",0,4.8426452686049e-14,-1.53964885861181e-10,0
"30013",0,4.83583209281476e-14,-4.86628847196565e-11,0
"30101",0,4.83152622587466e-14,1.31190020893111e-10,0
"37057",0,4.86402214771931e-14,-2.17753603732954e-10,0
"37071",0,4.89149107413412e-14,-2.36880877018736e-10,0
"37081",0,5.03865026957702e-14,-2.93077063140071e-10,0
"37197",0,4.83664266874173e-14,-7.21544458854232e-11,0
"31017",0,4.83187497548959e-14,1.34213671577843e-10,0
"31059",0,4.8325846473058e-14,1.4015000831955e-10,0
"35013",0,4.84210813969988e-14,-1.49791502712053e-10,0
"36087",0,4.86248652052994e-14,-2.15796097894863e-10,0
"39095",0,4.8993437732315e-14,-2.3961150300873e-10,0
"40097",0,4.83973641530838e-14,-1.26304060138824e-10,0
"41013",0,4.83179665837985e-14,1.33536569479756e-10,0
"72121",0,4.83183946651346e-14,1.33902445726656e-10,0
"47047",0,4.83583614350567e-14,-4.87932262968693e-11,0
"48061",0,4.83956295183131e-14,-1.24159081989279e-10,0
"48159",0,4.83156987516045e-14,1.31571318222511e-10,0
"48283",0,4.8314234640235e-14,1.302831731244e-10,0
"48323",0,4.83225921977198e-14,1.37464479353162e-10,0
"48411",0,4.83141367722756e-14,1.30197545525619e-10,0
"48437",0,4.83143798180518e-14,1.30409686393971e-10,0
"48469",0,4.83307219110536e-14,1.38017666256112e-10,0
"51065",0,4.86381086377927e-14,-2.17495124012873e-10,0
"51127",0,4.85288979825242e-14,-1.98211752396852e-10,0
"51193",0,4.84687305443804e-14,-1.78166375716273e-10,0
"50025",0,4.87596058265637e-14,-2.28753618250843e-10,0
"53017",0,4.83297863909536e-14,1.43342281314017e-10,0
"54061",0,4.84856655715959e-14,-1.84999064856102e-10,0
"54087",0,4.83319489477104e-14,1.21204807067102e-10,0
"1029",0,4.83824402684518e-14,-1.05079449502368e-10,0
"1087",0,4.837834676519e-14,-9.79130061269864e-11,0
"5015",0,4.84189740800793e-14,-1.48056329729527e-10,0
"2261",0,4.8314237140851e-14,1.30282896321791e-10,0
"1021",0,4.85220973771468e-14,-1.96443868182073e-10,0
"1075",0,4.83651091324145e-14,-6.87380208134544e-11,0
"1115",0,4.90790150709584e-14,-2.41942472941022e-10,0
"12027",0,4.83236791009409e-14,1.38366767001113e-10,0
"12099",0,4.9254875873655e-14,-2.51991788653594e-10,0
"13101",0,4.83264346664766e-14,1.40636010303168e-10,0
"19007",0,4.83250227613327e-14,1.39477182038469e-10,0
"19117",0,4.83208953848715e-14,1.36041197853987e-10,0
"17175",0,4.83173005776671e-14,1.32960878947527e-10,0
"18109",0,4.83876368110707e-14,-1.13250567064335e-10,0
"18133",0,4.8348552016831e-14,-9.53754464215878e-12,0
"20015",0,4.84628638220291e-14,-1.75498784292252e-10,0
"20019",0,4.83184510088255e-14,1.33957067561633e-10,0
"20191",0,4.83517020684571e-14,-2.38561765036989e-11,0
"21085",0,4.85203569717611e-14,-1.95976549055402e-10,0
"21127",0,4.83715036415418e-14,-8.41543980154336e-11,0
"24027",0,4.86071356186554e-14,-2.13309976167129e-10,0
"24033",0,4.97859371611296e-14,-2.77970455516978e-10,0
"26019",0,4.8346587610732e-14,4.40139286486858e-13,0
"29157",0,4.84140734244198e-14,-1.43798329944864e-10,0
"29167",0,4.84357105270168e-14,-1.60442098534476e-10,0
"30055",0,4.83139756533525e-14,1.300559121399e-10,0
"37037",0,4.84098140971436e-14,-1.39813740129187e-10,0
"37063",0,4.90468573928996e-14,-2.41132925984612e-10,0
"38077",0,4.8339156898119e-14,4.84434095862508e-11,0
"31091",0,4.83142284872387e-14,1.30280480392581e-10,0
"31175",0,4.83217348771072e-14,1.36748960018524e-10,0
"36097",0,4.83256134022353e-14,1.39966732432331e-10,0
"39163",0,4.83236040354205e-14,1.38303513070153e-10,0
"72093",0,4.83143393667769e-14,1.30379922430381e-10,0
"47009",0,4.86457105582129e-14,-2.18415566048111e-10,0
"47017",0,4.83502607840429e-14,-1.75464470139933e-11,0
"48013",0,4.83219829720461e-14,1.36956532224358e-10,0
"48017",0,4.83142226379574e-14,1.30269317518012e-10,0
"48245",0,4.83795546464118e-14,-1.00102574217197e-10,0
"48475",0,4.83149089153125e-14,1.30880227137726e-10,0
"48493",0,4.8322262272582e-14,1.37185578054943e-10,0
"51057",0,4.83978980007836e-14,-1.26947055100108e-10,0
"55059",0,4.88226822629487e-14,-2.32623706431706e-10,0
"55117",0,4.85306261177698e-14,-1.98642487260298e-10,0
"56031",0,4.83168825836814e-14,1.32603536714184e-10,0
"4015",0,4.83735340785419e-14,-8.84996533156356e-11,0
"12105",0,4.86885799820099e-14,-2.22974308644403e-10,0
"12127",0,4.8598240593815e-14,-2.11961085966753e-10,0
"13171",0,4.84332478643782e-14,-1.58800186905693e-10,0
"13295",0,4.97321286810444e-14,-2.76104978284916e-10,0
"19059",0,4.83254667071733e-14,1.39847554775353e-10,0
"17087",0,4.83248301527374e-14,1.39317368975476e-10,0
"17131",0,4.83247241004994e-14,1.39232520973895e-10,0
"20005",0,4.83459609900268e-14,3.82154636564507e-12,0
"22081",0,4.83194426688764e-14,1.34802489011841e-10,0
"25003",0,4.88863443254542e-14,-2.35704024364204e-10,0
"24003",0,4.89757738548016e-14,-2.39053353123196e-10,0
"24045",0,4.83721286026115e-14,-8.55151371460273e-11,0
"26103",0,4.84282893019681e-14,-1.55317650959607e-10,0
"29041",0,4.83381612241072e-14,5.65282344349604e-11,0
"29169",0,4.85867039179392e-14,-2.10099479046887e-10,0
"28021",0,4.83179045897191e-14,1.33483769079634e-10,0
"28109",0,4.83449329359591e-14,9.59981245073653e-12,0
"28153",0,4.83256350061855e-14,1.39980388626839e-10,0
"31057",0,4.83159717186241e-14,1.3181466378262e-10,0
"31167",0,4.83272500350735e-14,1.41299305916884e-10,0
"35027",0,4.83214022328918e-14,1.36464306856864e-10,0
"32510",0,4.83404345449392e-14,3.87607830255655e-11,0
"36055",0,4.9894830211419e-14,-2.81414314765956e-10,0
"39085",0,4.85265621191455e-14,-1.97614079042732e-10,0
"40063",0,4.83335302256253e-14,1.01865437127273e-10,0
"40141",0,4.8321993308064e-14,1.36960409705633e-10,0
"40143",0,5.44508561702422e-14,-3.25619635621405e-10,0
"41003",0,4.83312389182225e-14,1.3072296756533e-10,0
"41011",0,4.83251241160497e-14,1.39564888589089e-10,0
"41061",0,4.83188258408599e-14,1.34276097351894e-10,0
"44003",0,4.92046710632799e-14,-2.48199212368332e-10,0
"45019",0,5.28281260593458e-14,-3.17195766850033e-10,0
"46045",0,4.8315477577028e-14,1.31376719826177e-10,0
"46091",0,4.83163726447455e-14,1.32163093000992e-10,0
"47085",0,4.8340344910365e-14,3.94225168657205e-11,0
"48029",0,4.91494064885619e-14,-2.43573034982538e-10,0
"48123",0,4.83166955195881e-14,1.32439260063749e-10,0
"48229",0,4.83137106673394e-14,1.29823762781547e-10,0
"48455",0,4.83163157527174e-14,1.32107391602264e-10,0
"51005",0,4.84911635529987e-14,-1.86980537850212e-10,0
"51019",0,5.05075241573416e-14,-2.95266542842087e-10,0
"51069",0,5.07300052587892e-14,-2.98812591410188e-10,0
"55005",0,4.83571031595367e-14,-4.45418223484371e-11,0
"55009",0,4.89360305824418e-14,-2.37681964480331e-10,0
"55015",0,4.83828556597111e-14,-1.05768521021466e-10,0
"55139",0,4.86500559177448e-14,-2.18924370202512e-10,0
"54041",0,4.83331820533743e-14,1.0592737666379e-10,0
"54055",0,4.84028251592414e-14,-1.32606258918404e-10,0
"13293",0,4.84893836072864e-14,-1.86350008958281e-10,0
"19025",0,4.83205402817003e-14,1.35734823073286e-10,0
"19153",0,4.94320215353869e-14,-2.62987833163648e-10,0
"17127",0,4.83265680258993e-14,1.40741833702513e-10,0
"17177",0,4.83496383310327e-14,-1.4695354020794e-11,0
"17189",0,4.83253988416821e-14,1.39788124823657e-10,0
"18007",0,4.83200903328634e-14,1.3535826000914e-10,0
"18161",0,4.831909483923e-14,1.34505717421888e-10,0
"20101",0,4.83149660293911e-14,1.30931663244459e-10,0
"21089",0,4.84802260902631e-14,-1.82931853046869e-10,0
"21103",0,4.8397602891091e-14,-1.26592089826123e-10,0
"21157",0,4.84675119543823e-14,-1.77627596149716e-10,0
"22015",0,4.84440791528381e-14,-1.656337271213e-10,0
"26029",0,4.83593057606471e-14,-5.18627828884708e-11,0
"26163",0.1,0.0999999999990035,0.100000000471708,0.1
"27085",0,4.83710363446148e-14,-8.31192806067659e-11,0
"29181",0,4.8366261498699e-14,-7.17315002075235e-11,0
"30017",0,4.83200925887385e-14,1.35355509045951e-10,0
"37113",0,4.83911004442764e-14,-1.18201148061477e-10,0
"38105",0,4.83585385390893e-14,-4.93763865306174e-11,0
"31149",0,4.8315688672786e-14,1.31560429052974e-10,0
"35045",0,4.8369732090538e-14,-8.01642986527453e-11,0
"36101",0,4.83964876286936e-14,-1.25230017155458e-10,0
"36113",0,4.83511462328342e-14,-2.14694401181173e-11,0
"40033",0,4.83201689039732e-14,1.35419062955041e-10,0
"40073",0,4.83359982423419e-14,7.59379821818942e-11,0
"41037",0,4.83145791004244e-14,1.30587067451304e-10,0
"41051",0,4.85548845516112e-14,-2.04163890707171e-10,0
"72087",0,4.8319033613507e-14,1.34455794416857e-10,0
"46007",0,4.83150653574592e-14,1.3101832993131e-10,0
"48005",0,4.83346108818843e-14,8.9957150874096e-11,0
"48009",0,4.83148025267523e-14,1.30788790078968e-10,0
"48045",0,4.83133015961381e-14,1.29453301092697e-10,0
"48179",0,4.83174496235145e-14,1.33097146725554e-10,0
"48331",0,4.83180461518076e-14,1.33610289079926e-10,0
"48365",0,4.83189220119823e-14,1.34359771773531e-10,0
"48383",0,4.83136503196664e-14,1.29769112013382e-10,0
"48387",0,4.83161384553548e-14,1.31952655925675e-10,0
"48421",0,4.83135919178103e-14,1.29718818373197e-10,0
"51181",0,4.83570279896931e-14,-4.42794169062192e-11,0
"51760",0,6.32894669414403e-14,-3.52059239180856e-10,0
"50023",0,4.90188155817248e-14,-2.4036478522111e-10,0
"54015",0,4.83241168254105e-14,1.38727054135919e-10,0
"54021",0,4.83229666755425e-14,1.37778610226212e-10,0
"1085",0,4.83428811680994e-14,2.20462352502921e-11,0
"12073",0,4.84808232229737e-14,-1.8316543643234e-10,0
"12077",0,4.83162988334267e-14,1.32096524827763e-10,0
"12123",0,4.83213035630283e-14,1.36380048284674e-10,0
"13015",0,5.07890362877571e-14,-2.99665084246006e-10,0
"13129",0,4.92228410633411e-14,-2.49614042894042e-10,0
"13131",0,4.84237163763498e-14,-1.51879148265127e-10,0
"13153",0,5.09241653591195e-14,-3.01495758664257e-10,0
"13205",0,4.84145616699481e-14,-1.44237835599848e-10,0
"13209",0,4.83519886061336e-14,-2.50665347452583e-11,0
"1121",0,4.88973142823875e-14,-2.36168779748229e-10,0
"5011",0,4.83455795623215e-14,5.93651216689746e-12,0
"5069",0,4.86560413022815e-14,-2.19606661749576e-10,0
"5099",0,4.83353682606336e-14,8.21229952708886e-11,0
"5143",0,5.07289680069362e-14,-2.98797754833738e-10,0
"8121",0,4.83154605481487e-14,1.31367694864868e-10,0
"13113",0,5.03635610481838e-14,-2.92637094055414e-10,0
"13135",0.1,0.0999999999997046,0.100000000465719,0.1
"19099",0,4.834993091858e-14,-1.6046620409437e-11,0
"19111",0,4.83536107232701e-14,-3.16669145349614e-11,0
"16003",0,4.83139678416688e-14,1.30048279310181e-10,0
"17197",0,5.05177440975731e-14,-2.95442690206934e-10,0
"20087",0,4.83525765442752e-14,-2.75059117746887e-11,0
"20163",0,4.83199305270748e-14,1.35222884393999e-10,0
"21047",0,4.89561679693375e-14,-2.38398575672781e-10,0
"21065",0,4.837857972013e-14,-9.83397025784041e-11,0
"22121",0,4.83344084621174e-14,9.21202795236811e-11,0
"26049",0,5.27274609594265e-14,-3.16647944633665e-10,0
"26095",0,4.83213271435006e-14,1.36405119706385e-10,0
"29067",0,4.83575531250673e-14,-4.60851645133141e-11,0
"29151",0,4.83667112733808e-14,-7.28741977484252e-11,0
"29199",0,4.8330432773948e-14,1.42224409608897e-10,0
"28037",0,4.83170410538596e-14,1.32735362610571e-10,0
"28085",0,4.83324169214937e-14,1.15234141772207e-10,0
"37167",0,4.84021273371607e-14,-1.31835564032e-10,0
"31043",0,4.83686346273613e-14,-7.75890427096366e-11,0
"35011",0,4.83137826816758e-14,1.29882600978143e-10,0
"36061",0,5.34353532130506e-14,-3.20126777659181e-10,0
"36089",0,4.83856255497328e-14,-1.10200933880778e-10,0
"36095",0,4.83315835900569e-14,1.26033449038044e-10,0
"39037",0,4.83636420760069e-14,-6.47645489634494e-11,0
"39065",0,4.83401858796401e-14,4.05857376399412e-11,0
"39079",0,4.83415145250995e-14,3.11044830332214e-11,0
"42007",0,4.91270778038855e-14,-2.43028212672852e-10,0
"42009",0,4.84264942966571e-14,-1.53996563533905e-10,0
"42049",0,4.99123288278758e-14,-2.81931157555919e-10,0
"72101",0,4.83205459537223e-14,1.35745987133325e-10,0
"45065",0,4.83442976362873e-14,1.33149172630334e-11,0
"45073",0,4.89159427864047e-14,-2.36920078234303e-10,0
"47099",0,4.83801527511339e-14,-1.01159360171808e-10,0
"48125",0,4.83134235480496e-14,1.29565013349593e-10,0
"48431",0,4.83132304994925e-14,1.29390505165858e-10,0
"49039",0,4.83219917102332e-14,1.36964099906781e-10,0
"49043",0,4.8325848474493e-14,1.4015142056465e-10,0
"51735",0,4.84011788198688e-14,-1.30772460499586e-10,0
"51775",0,4.86711014364931e-14,-2.21234013782593e-10,0
"53041",0,4.83435079861309e-14,1.81009409363958e-11,0
"56005",0,4.83346669176156e-14,8.93506057690421e-11,0
"5035",0,4.86123992778157e-14,-2.14074842884323e-10,0
"5113",0,4.83711373887469e-14,-8.33459000754717e-11,0
"5139",0,4.84501957094813e-14,-1.69093835814557e-10,0
"8093",0,4.8321414503474e-14,1.36469152887341e-10,0
"13053",0,4.83674305037459e-14,-7.46705800064269e-11,0
"13161",0,4.83786908966849e-14,-9.85412572811654e-11,0
"19023",0,4.83258708689692e-14,1.40176193446554e-10,0
"19133",0,4.83191395886652e-14,1.34537168600874e-10,0
"17059",0,4.83180310427271e-14,1.33589877350737e-10,0
"17145",0,4.83319516167147e-14,1.21170021034616e-10,0
"17147",0,4.83286887079302e-14,1.42461267501275e-10,0
"18097",0,5.22765866768838e-14,-3.13925906483607e-10,0
"18169",0,4.83399920395471e-14,4.20295793511034e-11,0
"20097",0,4.83163835001955e-14,1.32174361810072e-10,0
"20105",0,4.83174486005942e-14,1.33098009061678e-10,0
"21151",0,4.92823470843504e-14,-2.53922377352863e-10,0
"22125",0,4.83255921411768e-14,1.39943178807051e-10,0
"24041",0,4.83331020966385e-14,1.06870761175575e-10,0
"23011",0,4.84188296466343e-14,-1.47936764351501e-10,0
"27019",0,4.85420132990497e-14,-2.01361586067902e-10,0
"27067",0,4.83800419004707e-14,-1.00966141070472e-10,0
"27103",0,4.83705462942028e-14,-8.20234349235114e-11,0
"28157",0,4.83172865305659e-14,1.32953453618307e-10,0
"30067",0,4.83217925506989e-14,1.36789513262448e-10,0
